book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
6892,28747,28747,3265487,21,99595818,9780099595820.0,George Saunders,1996.0,CivilWarLand in Bad Decline,CivilWarLand in Bad Decline,eng,4.22,10525,13213,1183,91,350,1856,5192,5724,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6896,30292,30292,30661,25,872206335,9780872206340.0,"Plato, G.M.A. Grube, John M. Cooper",-385.0,"Euthyphro, Apology, Crito, Meno, Phaedo","Five Dialogues: Euthyphro, Apology, Crito, Meno, Phaedo",eng,4.1,13301,13633,187,160,535,2692,4632,5614,https://images.gr-assets.com/books/1399079227m/30292.jpg,https://images.gr-assets.com/books/1399079227s/30292.jpg
6906,9439989,9439989,14324610,22,758266928,9780758266930.0,Jennifer Estep,2011.0,Touch of Frost,"Touch of Frost (Mythos Academy, #1)",en-US,3.96,23343,25742,1905,560,1434,5436,9395,8917,https://images.gr-assets.com/books/1301505419m/9439989.jpg,https://images.gr-assets.com/books/1301505419s/9439989.jpg
6907,10169662,10169662,13723008,56,,9780312595680.0,Chevy Stevens,2011.0,Never Knowing,Never Knowing,eng,3.85,16178,18173,2489,373,1155,4452,7114,5079,https://images.gr-assets.com/books/1294615110m/10169662.jpg,https://images.gr-assets.com/books/1294615110s/10169662.jpg
6913,25403,25403,1015565,85,753819929,9780753819920.0,"Jostein Gaarder, James Anderson",2003.0,Appelsinpiken,The Orange Girl,eng,3.91,10355,15802,1355,275,1033,3697,5620,5177,https://images.gr-assets.com/books/1415583796m/25403.jpg,https://images.gr-assets.com/books/1415583796s/25403.jpg
6914,228220,228220,1088950,66,425132951,9780425132950.0,"Leigh Nichols, Dean Koontz",1982.0,The House of Thunder,The House of Thunder,eng,3.78,14618,15519,417,290,1174,4623,5032,4400,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6944,86172,86172,1997693,54,553381334,9780553381340.0,Tom Wolfe,1998.0,A Man in Full,A Man in Full,,3.8,12540,13565,760,265,945,3480,5407,3468,https://images.gr-assets.com/books/1320472513m/86172.jpg,https://images.gr-assets.com/books/1320472513s/86172.jpg
6964,10586539,10586539,15493868,31,,,Amanda Hocking,2012.0,Wake (Watersong #1),Wake (Watersong #1),en-US,3.7,17833,19962,2243,632,1890,5704,6400,5336,https://images.gr-assets.com/books/1344231690m/10586539.jpg,https://images.gr-assets.com/books/1344231690s/10586539.jpg
6966,17994,17994,1031975,64,385495323,9780385495320.0,Simon Singh,1999.0,"The Code Book. How to Make It, Break It, Hack It, Crack It",The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,eng,4.28,12919,15365,912,85,290,1889,6053,7048,https://images.gr-assets.com/books/1403181687m/17994.jpg,https://images.gr-assets.com/books/1403181687s/17994.jpg
6975,79006,79006,2452308,53,312933533,9780312933530.0,Jeffrey Archer,1993.0,Honour Among Thieves,Honor Among Thieves,,3.82,12409,13336,276,121,600,3955,5553,3107,https://images.gr-assets.com/books/1316131242m/79006.jpg,https://images.gr-assets.com/books/1316131242s/79006.jpg
6976,7657484,7657484,10234999,25,1401224687,9781401224680.0,"J. Michael Straczynski, Shane Davis, Sandra Hope, Barbara Ciardo, Rob Leigh",2010.0,"Superman: Earth One, Volume 1","Superman: Earth One, Volume 1",eng,3.9,12982,13693,637,410,945,3119,4411,4808,https://images.gr-assets.com/books/1320538241m/7657484.jpg,https://images.gr-assets.com/books/1320538241s/7657484.jpg
6980,17174,17174,2506,17,312421850,9780312421850.0,Michael Dorris,1987.0,A Yellow Raft in Blue Water: A Novel,A Yellow Raft in Blue Water,en-US,3.84,14380,14789,869,312,942,3709,5627,4199,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6985,4499214,4499214,4548192,36,340893613,9780340893620.0,Catherine Fisher,2000.0,Sapphique,"Sapphique (Incarceron, #2)",eng,3.7,16475,19648,1786,475,1717,5784,6838,4834,https://images.gr-assets.com/books/1327885488m/4499214.jpg,https://images.gr-assets.com/books/1327885488s/4499214.jpg
6987,40482,40482,1238407,65,067155302X,9780671553030.0,Tess Gerritsen,1996.0,Harvest,Harvest,eng,4.09,14274,15904,581,84,463,3246,6280,5831,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6994,114203,114203,1461362,69,515137111,9780515137120.0,Nora Roberts,2003.0,Birthright,Birthright,eng,3.99,19024,20503,625,166,876,4932,7596,6933,https://images.gr-assets.com/books/1309282307m/114203.jpg,https://images.gr-assets.com/books/1309282307s/114203.jpg
7001,6452760,6452760,6642965,34,670021156,9780670021150.0,"Greg Mortenson, Khaled Hosseini",2009.0,"Stones into Schools: Promoting Peace with Books, Not Bombs, in Afghanistan and Pakistan","Stones Into Schools: Promoting Peace With Books, Not Bombs, in Afghanistan and Pakistan",eng,3.86,13543,14741,1786,430,907,3490,5407,4507,https://images.gr-assets.com/books/1260845553m/6452760.jpg,https://images.gr-assets.com/books/1260845553s/6452760.jpg
7018,483445,483445,471792,42,042519891X,9780425198920.0,David Colbert,2001.0,"The Magical Worlds of Harry Potter: A Treasury of Myths, Legends, and Fascinating Facts","The Magical Worlds of Harry Potter: A Treasury of Myths, Legends, and Fascinating Facts",eng,3.96,13820,15145,267,329,1125,3766,3593,6332,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7021,34605,34605,3059336,43,425188930,9780425188930.0,Clive Barker,1985.0,The Damnation Game,The Damnation Game,eng,3.82,14299,15328,373,290,989,4119,5713,4217,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7022,78728,78728,3424606,85,60002107,9780060002110.0,"Milan Kundera, Linda Asher",2000.0,L'ignorance,Ignorance,fre,3.76,9625,12954,846,151,840,3812,5285,2866,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7023,381489,381489,2764,25,1416918736,9781416918740.0,Kate Brian,2006.0,Private,"Private (Private, #1)",eng,3.81,16556,17054,978,765,1530,3890,4932,5937,https://images.gr-assets.com/books/1331126301m/381489.jpg,https://images.gr-assets.com/books/1331126301s/381489.jpg
7056,62485,62485,64669,17,078691811X,9780786918120.0,R.A. Salvatore,2000.0,"The Icewind Dale Trilogy Collector's Edition (Forgotten Realms: Icewind Dale, #1-3)","The Icewind Dale Trilogy Collector's Edition (Forgotten Realms: Icewind Dale, #1-3; Legend of Drizzt, #4-6)",en-US,4.28,11293,12741,213,76,368,1857,4102,6338,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7065,5957702,5957702,6130410,54,743294394,9780743294390.0,Kathy Reichs,2009.0,206 Bones,"206 Bones (Temperance Brennan, #12)",en-US,3.92,17160,19519,1126,177,810,5006,7889,5637,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7089,3759,3759,983949,131,142002046,9780142002050.0,Ian Fleming,1959.0,Goldfinger,"Goldfinger (James Bond, #7)",eng,3.8,13267,15321,689,151,810,4545,6213,3602,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7098,35125,35125,35062,45,2290011150,9782290011160.0,Alan Dean Foster,1979.0,Alien,Alien,eng,4.08,13669,14259,272,178,576,2908,4859,5738,https://images.gr-assets.com/books/1332019229m/35125.jpg,https://images.gr-assets.com/books/1332019229s/35125.jpg
7103,6678,6678,1413831,68,141311428,9780141311420.0,"Roald Dahl, Quentin Blake",1986.0,Going Solo,Going Solo,eng,4.04,14086,16071,986,146,656,3345,6185,5739,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7112,3122173,3122173,3153516,20,312947062,9780312947060.0,Sherrilyn Kenyon,2008.0,One Silent Night,One Silent Night (Dark-Hunter #15),eng,4.13,21869,23318,750,183,994,4558,7546,10037,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7123,32443,32443,2200679,52,425153975,9780425153970.0,"Leigh Nichols, Dean Koontz",1981.0,The Eyes of Darkness,The Eyes of Darkness,eng,3.85,14002,14761,296,153,789,4451,5099,4269,https://images.gr-assets.com/books/1328218196m/32443.jpg,https://images.gr-assets.com/books/1328218196s/32443.jpg
7137,47345,47345,813560,58,743225082,9780743225080.0,Tony Parsons,1999.0,Man and Boy,"Man and Boy (Harry Silver, #1)",eng,3.55,11603,13042,527,357,1256,4543,4643,2243,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7146,164323,164323,2888612,48,553383663,9780553383670.0,David A. Vise,2006.0,"The Google Story: Inside the Hottest Business, Media, and Technology Success of Our Time","The Google Story: Inside the Hottest Business, Media, and Technology Success of Our Time",,3.81,11158,11814,471,239,705,3257,4429,3184,https://images.gr-assets.com/books/1320394284m/164323.jpg,https://images.gr-assets.com/books/1320394284s/164323.jpg
7155,3447,3447,1144054,29,061870986X,9780618709860.0,Tim O'Brien,1994.0,In the Lake of the Woods,In the Lake of the Woods,eng,3.78,12441,13658,1156,292,1011,3584,5352,3419,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7161,17452179,17452179,24339901,47,571297889,9780571297890.0,Louise Doughty,2013.0,Apple Tree Yard,Apple Tree Yard,eng,3.71,10082,15670,1588,520,1323,4134,5852,3841,https://images.gr-assets.com/books/1371030400m/17452179.jpg,https://images.gr-assets.com/books/1371030400s/17452179.jpg
7171,3334563,3334563,6874450,20,1905294964,9781905294960.0,Cornelia Funke,1990.0,Inkheart,"The Inkheart Trilogy: Inkheart, Inkspell, Inkdeath (Inkworld, #1-3)",eng,4.17,14014,15215,452,279,631,2516,4572,7217,https://images.gr-assets.com/books/1346484626m/3334563.jpg,https://images.gr-assets.com/books/1346484626s/3334563.jpg
7173,102030,102030,347050,52,4770019572,9784770019580.0,"Eiji Yoshikawa, Charles Terry, Edwin O. Reischauer",1935.0,宮本武蔵 Miyamoto Musashi,Musashi,eng,4.43,9574,11744,759,64,193,1218,3461,6808,https://images.gr-assets.com/books/1327942522m/102030.jpg,https://images.gr-assets.com/books/1327942522s/102030.jpg
7186,55352,55352,805035,12,786891122,9780786891120.0,George Carlin,1997.0,Brain Droppings,Brain Droppings,eng,4.11,13255,13900,394,180,492,2538,5035,5655,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7195,47878,47878,46861,21,043984665X,9780439846650.0,Jenny Nimmo,2007.0,"Charlie Bone and the Beast (The Children of the Red King, # 6)","Charlie Bone and the Beast (The Children of the Red King, #6)",en-US,3.93,16397,16803,264,271,970,4251,5490,5821,https://images.gr-assets.com/books/1290344896m/47878.jpg,https://images.gr-assets.com/books/1290344896s/47878.jpg
7201,6609864,6609864,6803831,22,61767603,9780061767610.0,Lauren Conrad,2010.0,Sugar and Spice,"Sweet Little Lies (L.A. Candy, #2)",en-US,3.53,14901,15946,756,417,1874,5804,4558,3293,https://images.gr-assets.com/books/1258145375m/6609864.jpg,https://images.gr-assets.com/books/1258145375s/6609864.jpg
7212,34057,34057,1105754,474,543895882,9780543895880.0,Rudyard Kipling,1897.0,Captains Courageous,Captains Courageous,eng,3.88,14823,16335,608,304,927,4334,5651,5119,https://images.gr-assets.com/books/1327959659m/34057.jpg,https://images.gr-assets.com/books/1327959659s/34057.jpg
7214,31333,31333,2925978,36,8466302204,9788466302200.0,Anne Rice,1997.0,Violin,Violin,eng,3.26,14911,16147,499,1447,2676,5236,3776,3012,https://images.gr-assets.com/books/1479198883m/31333.jpg,https://images.gr-assets.com/books/1479198883s/31333.jpg
7222,15513156,15513156,21169646,19,1250003334,9781250003330.0,Anna Banks,2013.0,,"Of Triton (The Syrena Legacy, #2)",eng,4.0,19216,20368,1834,239,1075,4336,7430,7288,https://images.gr-assets.com/books/1355733528m/15513156.jpg,https://images.gr-assets.com/books/1355733528s/15513156.jpg
7231,123845,123845,1472936,36,486277909,9780486277900.0,Ralph Waldo Emerson,1844.0,Self-Reliance and Other Essays,Self-Reliance and Other Essays,en-US,4.14,14484,14717,282,154,542,2653,5092,6276,https://images.gr-assets.com/books/1319099192m/123845.jpg,https://images.gr-assets.com/books/1319099192s/123845.jpg
7239,95420,95420,695094,22,375701044,9780375701050.0,Katharine Graham,1997.0,Personal History,Personal History,en-US,4.13,13714,14328,750,255,516,2360,5196,6001,https://images.gr-assets.com/books/1320504681m/95420.jpg,https://images.gr-assets.com/books/1320504681s/95420.jpg
7246,87220,87220,963222,33,60540745,9780060540750.0,Jerry Spinelli,2002.0,Loser,Loser,eng,3.72,15079,15678,1613,427,1384,4446,5259,4162,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7247,498835,498835,1027521,81,752860550,9780752860560.0,Kate Mosse,2007.0,Sepulchre,"Sepulchre (Languedoc, #2)",en-GB,3.73,13368,15790,1253,351,1275,4473,5818,3873,https://images.gr-assets.com/books/1328120460m/498835.jpg,https://images.gr-assets.com/books/1328120460s/498835.jpg
7251,10775,10775,476408,77,684804522,9780684804520.0,Ernest Hemingway,1985.0,The Garden of Eden,The Garden of Eden,en-US,3.74,12948,13852,887,335,1201,3748,4958,3610,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7264,86525,86525,90300,25,394720954,9780394720950.0,Robert A. Caro,2002.0,Master of the Senate,"Master of the Senate (The Years of Lyndon Johnson, #3)",eng,4.41,11411,11983,587,192,373,1205,2798,7415,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7269,672948,672948,165384,109,449912450,9780449912450.0,Erich Maria Remarque,1945.0,Arc de Triomphe,Arch of Triumph: A Novel of a Man Without a Country,,4.4,11391,13380,313,75,276,1476,3965,7588,https://images.gr-assets.com/books/1353844109m/672948.jpg,https://images.gr-assets.com/books/1353844109s/672948.jpg
7271,144800,144800,938197,57,1841959111,9781841959120.0,Steven Hall,2007.0,The Raw Shark Texts,The Raw Shark Texts,en-US,3.87,11010,13806,1611,425,1051,2931,4874,4525,https://images.gr-assets.com/books/1405099268m/144800.jpg,https://images.gr-assets.com/books/1405099268s/144800.jpg
7293,364089,364089,23123,82,345412214,9780345412220.0,Mario Puzo,1996.0,The Last Don,The Last Don,eng,3.8,11327,12606,355,128,762,3658,5055,3003,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7300,17345242,17345242,23840347,35,553805444,9780553805440.0,"George R.R. Martin, Elio M. García Jr., Linda Antonsson",2014.0,The World of Ice and Fire,The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones,eng,4.25,12119,15187,1349,107,431,2248,5204,7197,https://images.gr-assets.com/books/1400360220m/17345242.jpg,https://images.gr-assets.com/books/1400360220s/17345242.jpg
7308,207684,207684,2114772,39,60837640,9780060837650.0,Meg Cabot,2007.0,Jinx,Jinx,en-US,3.72,21745,23372,1332,435,2065,7164,7724,5984,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7324,8269450,8269450,13117562,13,385670516,9780385670520.0,Kelley Armstrong,2009.0,"Darkest Powers Trilogy (Darkest Powers, #1-3)","Darkest Powers Trilogy (Darkest Powers, #1-3)",eng,4.47,14473,14657,224,142,306,1455,3355,9399,https://images.gr-assets.com/books/1411868332m/8269450.jpg,https://images.gr-assets.com/books/1411868332s/8269450.jpg
7326,91201,91201,816383,33,553278118,9780553278120.0,Erich Segal,1988.0,Doctors,Doctors,eng,4.0,11331,11736,414,121,532,2614,4447,4022,https://images.gr-assets.com/books/1383563051m/91201.jpg,https://images.gr-assets.com/books/1383563051s/91201.jpg
7351,32807,32807,1272308,64,425199320,9780425199330.0,Clive Cussler,2003.0,Trojan Odyssey,"Trojan Odyssey (Dirk Pitt, #17)",eng,3.92,13635,14568,340,97,536,3901,5973,4061,https://images.gr-assets.com/books/1371338649m/32807.jpg,https://images.gr-assets.com/books/1371338649s/32807.jpg
7353,91571,91571,278178,63,743484908,9780743484910.0,"William Shakespeare, Barbara A. Mowat, Paul Werstine",1603.0,Measure for Measure,Measure for Measure,eng,3.67,15474,17562,625,257,1551,5901,5947,3906,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7371,6621101,6621101,14525767,31,345505670,9780345505680.0,Jonathan Kellerman,2009.0,Deception,"Deception (Alex Delaware, #25)",en-US,3.96,13026,14320,537,111,493,3602,5730,4384,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7372,40580,40580,1084282,14,141019999,9780141019990.0,Michael Moore,2001.0,Stupid white men and other sorry excuses for the state of the nation,Stupid White Men,en-GB,3.3,10835,13776,570,573,1845,5736,4086,1536,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7374,4893390,4893390,4958838,41,7302142,9780007302150.0,Derek Landy,2008.0,The Faceless Ones,"The Faceless Ones (Skulduggery Pleasant, #3)",eng,4.4,14971,16785,712,53,230,1881,5366,9255,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7383,7998,7998,1178237,25,142401420,9780142401420.0,Brian Jacques,1995.0,Outcast of Redwall,"Outcast of Redwall (Redwall, #8)",en-US,3.9,15874,16743,197,139,881,4673,5844,5206,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7384,543873,543873,2834931,69,385341067,9780385341070.0,Lloyd Jones,2006.0,Mister Pip,Mister Pip,eng,3.66,11657,14790,1854,348,1269,4354,5892,2927,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7389,22609080,22609080,26314782,28,147679250X,9781476792510.0,Anna Todd,2014.0,After We Fell,"After We Fell (After, #3)",eng,3.88,12776,18858,1150,976,1610,3733,4938,7601,https://images.gr-assets.com/books/1420938115m/22609080.jpg,https://images.gr-assets.com/books/1420938115s/22609080.jpg
7409,4662,4662,3315478,62,684842505,9780684842510.0,"F. Scott Fitzgerald, Matthew J. Bruccoli",1920.0,The Short Stories of F. Scott Fitzgerald,The Short Stories,eng,4.23,11525,12955,282,95,307,1895,4846,5812,https://images.gr-assets.com/books/1400891315m/4662.jpg,https://images.gr-assets.com/books/1400891315s/4662.jpg
7411,77787,77787,1134058,26,553298046,9780553298050.0,Timothy Zahn,1997.0,Star Wars: Specter of the Past,"Specter of the Past (Star Wars: The Hand of Thrawn, #1)",eng,3.98,13705,14439,251,82,529,3527,5745,4556,https://images.gr-assets.com/books/1326718522m/77787.jpg,https://images.gr-assets.com/books/1326718522s/77787.jpg
7412,25507925,25507925,45286444,19,,,Tyler Oakley,2015.0,Binge,Binge,,4.3,13541,15999,1676,259,536,2051,4423,8730,https://images.gr-assets.com/books/1438341092m/25507925.jpg,https://images.gr-assets.com/books/1438341092s/25507925.jpg
7414,351648,351648,1361691,48,61128856,9780061128850.0,Laura Lippman,2007.0,What The Dead Know,What the Dead Know,en-US,3.54,14404,17182,2066,353,1568,6131,6754,2376,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7424,23602561,23602561,44367493,39,1101874996,9781101875000.0,Don Winslow,2015.0,The Cartel,The Cartel,eng,4.28,9270,12819,1349,119,352,1490,4658,6200,https://images.gr-assets.com/books/1429552939m/23602561.jpg,https://images.gr-assets.com/books/1429552939s/23602561.jpg
7436,416580,416580,1892181,72,312957572,9780312957580.0,Wilbur Smith,1995.0,The Seventh Scroll,"The Seventh Scroll (Ancient Egypt, #2)",en-US,4.1,11501,13284,452,127,531,2387,5065,5174,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7448,30226723,30226723,42721001,11,62310712,9780062310710.0,Victoria Aveyard,2017.0,King's Cage,"King's Cage (Red Queen, #3)",eng,4.03,30692,36807,5193,683,1887,6895,13675,13667,https://images.gr-assets.com/books/1467121158m/30226723.jpg,https://images.gr-assets.com/books/1467121158s/30226723.jpg
7454,96082,96082,7403922,58,316713732,9780316713730.0,Anita Shreve,2001.0,The Last Time They Met,The Last Time They Met,,3.48,13180,14791,1229,618,1715,5119,4568,2771,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7464,171471,171471,2971091,27,786914041,9780786914040.0,R.A. Salvatore,1999.0,The Spine of the World (Paths of Darkness #2),"The Spine of the World (Forgotten Realms: Paths of Darkness, #2; Legend of Drizzt, #12)",en-US,3.89,12099,13409,157,305,972,3248,4318,4566,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7486,7907782,7907782,11176006,50,393079988,9780393079980.0,Nicole Krauss,2010.0,Great House,Great House,eng,3.45,13582,14979,2220,634,1954,4900,4987,2504,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7498,29923,29923,168568,19,345434811,9780345434810.0,Jeff Shaara,1991.0,The Last Full Measure,"The Last Full Measure (The Civil War Trilogy, #3)",eng,4.22,12037,12619,299,64,218,1924,5063,5350,https://images.gr-assets.com/books/1331939776m/29923.jpg,https://images.gr-assets.com/books/1331939776s/29923.jpg
7503,730501,730501,1401152,193,543904709,9780543904710.0,Susan Coolidge,1872.0,What Katy Did,"What Katy Did (Carr Family, #1)",eng,3.89,13935,15496,329,311,914,3989,5256,5026,https://images.gr-assets.com/books/1327538133m/730501.jpg,https://images.gr-assets.com/books/1327538133s/730501.jpg
7513,116343,116343,1282681,59,60548266,9780060548260.0,Mary  Stewart,1973.0,The Hollow Hills,"The Hollow Hills (Arthurian Saga, #2)",eng,4.23,17045,18033,418,47,286,2851,7117,7732,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7515,43081,43081,42519,25,312330340,9780312330350.0,"Rusty Young, Thomas McFadden",2003.0,"Marching Powder: A True Story of Friendship, Cocaine, and South America's Strangest Jail","Marching Powder: A True Story of Friendship, Cocaine, and South America's Strangest Jail",eng,4.22,7313,12172,640,71,334,1775,4716,5276,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7522,24807,24807,3249447,14,1594482225,9781594482230.0,John Hodgman,2005.0,The Areas of My Expertise,The Areas of My Expertise: An Almanac of Complete World Knowledge Compiled with Instructive Annotation and Arranged in Useful Order,en-US,3.81,11246,11935,848,361,930,2830,4301,3513,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7527,23602504,23602504,26659491,62,385354193,9780385354200.0,"Jo Nesbø, Neil Smith",2014.0,Blod på snø,"Blood on Snow (Blood on Snow, #1)",eng,3.5,9370,13939,1597,371,1528,4993,4788,2259,https://images.gr-assets.com/books/1422370944m/23602504.jpg,https://images.gr-assets.com/books/1422370944s/23602504.jpg
7538,16387,16387,883903,1,1585673927,9781585673930.0,P.G. Wodehouse,1925.0,"Carry On, Jeeves","Carry on, Jeeves (Jeeves, #3)",eng,4.28,13133,15144,838,39,186,1983,6222,6714,https://images.gr-assets.com/books/1358970388m/16387.jpg,https://images.gr-assets.com/books/1358970388s/16387.jpg
7540,29393,29393,522136,9,316787531,9780316787540.0,Michael Azerrad,2001.0,Our Band Could Be Your Life: Scenes from the American Indie Underground 1981-1991,Our Band Could Be Your Life: Scenes from the American Indie Underground 1981-1991,,4.2,10562,10904,563,233,335,1394,3987,4955,https://images.gr-assets.com/books/1168029429m/29393.jpg,https://images.gr-assets.com/books/1168029429s/29393.jpg
7541,56353,56353,2054888,13,609809105,9780609809100.0,Rosalind Miles,1992.0,"I, Elizabeth","I, Elizabeth",en-US,4.01,12132,12353,337,174,549,2614,4656,4360,https://images.gr-assets.com/books/1403186670m/56353.jpg,https://images.gr-assets.com/books/1403186670s/56353.jpg
